wb_name,wb_code,wb_income,wb_region,unit,year,id,totwealth,pk,nk,renew,for_tim,for_notim,mangroves,fisheries,pa,land,cropland,pasture,subsoil,ene,oil,gas,coal,min,hc,hc_m,hc_emp_m,hc_self_m,hc_f,hc_emp_f,hc_self_f,nfa,pop
Bosnia and Herzegovina,BIH,Upper middle income,Europe & Central Asia,constant year 2018 USD,2014,BIH.2014,1.44E+11,51805601339,23387076277,16464996746,2346521043,4743852329,0,0,171361776.1,9203261598,6470823610,2732437988,6922079530,3590159934,0,0,3590159934,3331919596,78354467453,43238624897,38072115188,5166509709,35115842557,30919910287,4195932270,-9406814435,3482104
Bosnia and Herzegovina,BIH,Upper middle income,Europe & Central Asia,constant year 2018 USD,2015,BIH.2015,1.46E+11,53602629144,21953104758,16334496555,2425189897,4866337848,0,33384.01698,178677502.5,8864257924,6182356880,2681901044,5618608203,2743193799,0,0,2743193799,2875414403,80054408512,44205124132,38923129074,5281995058,35849284380,31565714395,4283569985,-10046108803,3429361
Bosnia and Herzegovina,BIH,Upper middle income,Europe & Central Asia,constant year 2018 USD,2016,BIH.2016,1.48E+11,55421253461,19504802574,15854783511,2449027714,4923412581,0,33064.65047,178532404,8303777747,5708997792,2594779955,3650019063,1451064327,0,0,1451064327,2198954737,82145596917,45413870090,39987444035,5426426055,36731726827,32342715296,4389011531,-9381357369,3386267
Bosnia and Herzegovina,BIH,Upper middle income,Europe & Central Asia,constant year 2018 USD,2017,BIH.2017,1.5E+11,57206272772,19079640852,16125457744,2506853323,4984775211,0,33064.65047,166704436.2,8467091709,5964069535,2503022175,2954183108,1134628146,0,0,1134628146,1819554962,83810444869,46383455982,40841175759,5542280224,37426988887,32954901675,4472087212,-9922871578,3351527
Bosnia and Herzegovina,BIH,Upper middle income,Europe & Central Asia,constant year 2018 USD,2018,BIH.2018,1.55E+11,59529016108,17873603195,15306628597,2492829557,5050861218,0,33064.65047,160285181.8,7602619576,5209894596,2392724980,2566974599,1221928894,0,0,1221928894,1345045704,86568173438,47950580718,42221047427,5729533291,38617592720,34003242282,4614350438,-8684600000,3323929
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,1995,BLR.1995,3.67E+11,1.59E+11,73617397647,71931642375,8424655436,11070434829,0,0,6630931999,45805620111,31669206910,14136413200,1685755272,1685755272,1627372024,58383248.57,0,0,1.36E+11,71959812055,64270692980,7689119076,63963589470,57128890464,6834699006,-1492906165,10194000
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,1996,BLR.1996,3.68E+11,1.58E+11,71933798022,70165211267,9112022772,11267590920,0,0,6388962923,43396634652,29055031115,14341603537,1768586755,1768586755,1713801197,54785558.07,0,0,1.39E+11,73564653014,64482642870,9082010144,65291342401,57230723480,8060618921,-752610688.8,10160000
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,1997,BLR.1997,3.74E+11,1.58E+11,70691645730,68920047486,9649852690,11869295180,0,0,5977795454,41423104162,26683488415,14739615748,1771598245,1771598245,1715621808,55976436.66,0,0,1.47E+11,77703945840,69969915933,7734029908,68878872792,62023220143,6855652650,-2063046654,10117000
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,1998,BLR.1998,3.97E+11,1.59E+11,69846926566,68337766142,8481105321,13884194849,0,0,5741492908,40230973065,25352849136,14878123929,1509160424,1509160424,1461883109,47277315.5,0,0,1.71E+11,90560531552,81578907270,8981624282,80493827710,72510600302,7983227408,-2761840824,10069000
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,1999,BLR.1999,4.02E+11,1.59E+11,71933579961,70315090284,8215354040,14188162837,0,0,6076997793,41834575614,26560523738,15274051876,1618489676,1618489676,1576956136,41533540.03,0,0,1.76E+11,93090426513,82294121363,10796305150,82701982906,73110493454,9591489452,-5013406846,10026738
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,2000,BLR.2000,4.08E+11,1.59E+11,66665862809,64353675972,7714807940,11856928380,0,0,5620307884,39161631768,24146167892,15015463876,2312186838,2312186838,2252337872,59848965.47,0,0,1.87E+11,99222996511,87989818752,11233177759,88123918593,78147283366,9976635227,-5069315403,9979610
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,2001,BLR.2001,4.28E+11,1.59E+11,65788163294,63027848588,6324808096,11859024318,0,0,5910296679,38933719495,23551340450,15382379045,2760314706,2760314706,2655419050,104895655.3,0,0,2.1E+11,1.1E+11,98630680446,11446879561,1E+11,89950066593,10439424874,-7053153694,9928549
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,2002,BLR.2002,4.3E+11,1.59E+11,63930566696,60733364023,4533457609,12042629890,0,0,5970034708,38187241814,22885703285,15301538529,3197202674,3197202674,3063110842,134091832.2,0,0,2.14E+11,1.12E+11,99216782268,12421718962,1.02E+11,91037736429,11397720738,-6983829671,9865548
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,2003,BLR.2003,4.18E+11,1.61E+11,62798337166,58888230638,4759388827,12325563511,0,0,5647823891,36155454409,21179533152,14975921257,3910106528,3910106528,3748500393,161606134.2,0,0,2.01E+11,1.09E+11,97140452212,11623319520,92456184905,82575617491,9880567414,-6916312913,9796749
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,2004,BLR.2004,4.43E+11,1.63E+11,59894301323,55491910066,4696185097,13337674982,0,0,4804154195,32653895792,17710020192,14943875600,4402391257,4402391257,4214055483,188335773.5,0,0,2.26E+11,1.23E+11,1.1E+11,12824238110,1.04E+11,92938314358,10858081104,-6805276706,9730146
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,2005,BLR.2005,4.72E+11,1.67E+11,61628193240,57047888724,4634669613,14191657710,0,0,4953746305,33267815097,18002128045,15265687052,4580304516,4580304516,4387886511,192418005,0,0,2.49E+11,1.3E+11,1.18E+11,12772369975,1.18E+11,1.07E+11,11597692564,-5192892357,9663915
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,2006,BLR.2006,5.1E+11,1.74E+11,61646117519,56728973850,4555925899,14356357280,0,0,4990137850,32826552822,17905122937,14921429885,4917143668,4917143668,4739667216,177476452.8,0,0,2.81E+11,1.48E+11,1.35E+11,12809530358,1.34E+11,1.22E+11,11569178640,-6828935447,9604924
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,2007,BLR.2007,5.33E+11,1.81E+11,62113030038,56819890119,4701765512,14661381672,0,0,4997579940,32459162995,17639235606,14819927389,5293139919,5293139919,5108094720,185045198.4,0,0,2.98E+11,1.57E+11,1.44E+11,12977972147,1.41E+11,1.29E+11,11610043182,-8305513803,9560953
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,2008,BLR.2008,5.6E+11,1.92E+11,66522499019,60703657239,4717511634,17147711241,0,0,5115400587,33723033777,17819989241,15903044536,5818841780,5818841780,5631632547,187209232.8,0,0,3.13E+11,1.65E+11,1.53E+11,12034426041,1.48E+11,1.37E+11,10767093295,-11532723152,9527985
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,2009,BLR.2009,5.87E+11,2.03E+11,69029649621,63115356621,4659992558,17228846887,0,0,5432423527,35794093650,18780332921,17013760729,5914292999,5914292999,5714462066,199830933.2,0,0,3.35E+11,1.77E+11,1.64E+11,13003872183,1.58E+11,1.46E+11,11585775306,-19721592249,9506765
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,2010,BLR.2010,6.41E+11,2.16E+11,75193678346,69391771416,4901439046,18146686208,0,0,6256147840,40087498322,21337936902,18749561419,5801906931,5801906931,5590602683,211304247.5,0,0,3.77E+11,1.99E+11,1.82E+11,16866545704,1.77E+11,1.62E+11,15025799259,-26377440197,9490583
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,2011,BLR.2011,6.16E+11,2.31E+11,78562536967,72235039235,5270988915,17552239358,0,0,6596047340,42815763621,22202695029,20613068592,6327497732,6327497732,6114914095,212583637.3,0,0,3.35E+11,1.77E+11,1.63E+11,14042301128,1.58E+11,1.45E+11,12497193690,-28737901125,9473172
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,2012,BLR.2012,6.63E+11,2.43E+11,82818593523,76041715634,6160064104,17694349898,0,0,6736713817,45450587814,22370628620,23079959195,6776877889,6776877889,6539992455,236885434.2,0,0,3.66E+11,1.95E+11,1.79E+11,16041251980,1.71E+11,1.57E+11,14005219890,-28892565595,9464495
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,2013,BLR.2013,7.39E+11,2.56E+11,85433027613,78722115450,6903611197,17753938060,0,0,6960190085,47104376108,22989064760,24115311348,6710912163,6710912163,6487183401,223728761.7,0,0,4.3E+11,2.31E+11,2.11E+11,19309706360,2E+11,1.83E+11,16724319311,-32169904267,9465997
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,2014,BLR.2014,7.43E+11,2.67E+11,87216719215,80177375456,7640624230,17818671035,0,0,6783829377,47934250814,22541153635,25393097179,7039343758,7039343758,6809847685,229496073.6,0,0,4.23E+11,2.27E+11,2.1E+11,17617174277,1.96E+11,1.81E+11,15174617724,-33397204287,9474511
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,2015,BLR.2015,7.07E+11,2.74E+11,87582152403,80976423626,8483205116,18448543781,0,0,6876297668,47168377060,21699744862,25468632198,6605728777,6605728777,6387408360,218320417.4,0,0,3.89E+11,2.1E+11,1.95E+11,15072146454,1.8E+11,1.67E+11,12904731532,-43759998130,9489616
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,2016,BLR.2016,6.92E+11,2.78E+11,88399204110,82949773313,9642511772,19061889277,0,0,7015015972,47230356292,21059045652,26171310640,5449430797,5449430797,5258667845,190762952.1,0,0,3.76E+11,2.03E+11,1.88E+11,14576834020,1.73E+11,1.6E+11,12416173048,-50600534963,9501534
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,2017,BLR.2017,7.17E+11,2.84E+11,87557752110,83015670587,10485003927,18520577046,0,0,6792651972,47217437642,20611188225,26606249417,4542081523,4542081523,4365975709,176105814.4,0,0,3.83E+11,2.07E+11,1.92E+11,14891528817,1.76E+11,1.63E+11,12659181128,-37487532105,9498264
Belarus,BLR,Upper middle income,Europe & Central Asia,constant year 2018 USD,2018,BLR.2018,7.35E+11,2.92E+11,90131723967,85228613347,11788524473,18143425071,0,0,6976103895,48320559908,21043039837,27277520071,4903110620,4903110620,4744770001,158340619.3,0,0,3.87E+11,2.09E+11,1.94E+11,15045015262,1.78E+11,1.65E+11,12759708146,-33777700000,9483499
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,1995,BLZ.1995,10882458914,2077010074,5475835855,5475835855,119292603.3,1269073411,446666070,2537924920,182331663.9,920547186,855283494.9,65263691.06,0,0,0,0,0,0,3626734202,2288999677,1702766691,586232986.5,1337734525,995128925.9,342605599.1,-297121216.3,206963
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,1996,BLZ.1996,12843542067,2152544597,7338366813,7338366813,117293405.3,1269439075,452341550.3,4358394706,177341115.4,963556960.1,901923357.7,61633602.38,0,0,0,0,0,0,3687013784,2327269216,1734590705,592678511,1359744568,1013462591,346281977.4,-334383126.8,213664
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,1997,BLZ.1997,11701583612,2222694693,5960324510,5960324510,115519606.1,1255285511,458017030.6,3024979517,178623282.4,927899563,867572619.5,60326943.47,0,0,0,0,0,0,3926109921,2397432197,1779738343,617693853.6,1528677724,1134816811,393860913.2,-407545511.6,221580
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,1998,BLZ.1998,11826048722,2286246340,5981186288,5981109839,111368380.1,1245057031,463692510.8,3053384971,178318742.8,929288202.7,870717350.9,58570851.8,76449.47586,0,0,0,0,76449.47586,4034181008,2459106286,1844338537,614767749.5,1575074722,1181311692,393763029.9,-475564914.8,230244
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,1999,BLZ.1999,13120812490,2420838792,6830399653,6830276818,108132684.1,1248013083,469367991.1,3914251490,167439391.1,923072178.7,869544196.5,53527982.25,122835.6546,0,0,0,0,122835.6546,4394188867,2689308059,2029886322,659421737.7,1704880807,1286841877,418038930.4,-524614822,238988
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,2000,BLZ.2000,12399244642,2628937163,5493259796,5493102577,96959306.14,1279085843,475043471.4,2556536961,163355868.4,922121126.8,871257561.3,50863565.5,157219.268,0,0,0,0,157219.268,4949155430,3026424372,2318956134,707468238.1,1922731058,1473266281,449464776.4,-672107747.1,247315
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,2001,BLZ.2001,12686046332,2797929161,5724365206,5724228385,90181985.32,1355445903,480718951.7,2726518798,169585151,901777596.4,849130416.1,52647180.37,136820.227,0,0,0,0,136820.227,5195655818,3173020878,2444013367,729007510.8,2022634940,1557930761,464704179.2,-1031903853,255063
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,2002,BLZ.2002,14229484272,2937719823,7015889169,7015870611,84764219.33,1395130276,486394432,3994707622,178061461.8,876812599.5,821696782.1,55115817.39,18557.92622,0,0,0,0,18557.92622,5425712703,3311126485,2556195624,754930861,2114586218,1632464378,482121840.3,-1149837422,262378
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,2003,BLZ.2003,12779526968,3027299518,5244439705,5244336776,83370073.42,1440705329,492069936.8,2121168308,199284634.2,907738493.9,846234556.1,61503937.87,102929.3598,0,0,0,0,102929.3598,5997464315,3659480062,2781121583,878358479.1,2337984253,1776814836,561169417,-1489676570,269425
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,2004,BLZ.2004,14449502838,3100553252,6753588173,6753588173,82053441.17,1456922396,497745417.1,3555813350,238486565.6,922567003.5,849179930.8,73387072.69,0,0,0,0,0,0,6207568485,3786396865,2844023812,942373053.1,2421171621,1818581091,602590529.6,-1612207073,276504
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,2005,BLZ.2005,12995646177,3192990060,5285614681,5282676913,84187464.36,1496532425,503420897.4,1994855784,259088767.1,944591576.1,865097550.7,79494025.33,2937768.007,2937768.007,2937768.007,0,0,0,6279926545,3830532020,2903643032,926888988.3,2449394525,1856704841,592689684,-1762885110,283800
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,2006,BLZ.2006,12752389732,3286242995,4703894210,4642369891,85688470.35,1585569826,509096377.7,1248276111,269540626.7,944198478.8,861738332.9,82460145.94,61524319.78,61200427.35,61200427.35,0,0,323892.4311,6467609889,3940820112,3003907170,936912941.6,2526789777,1926056434,600733343.8,-1705357363,291329
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,2007,BLZ.2007,11482846937,3383747867,3534419344,3424401438,89691296.92,1525763857,514771858,8267617.503,274960228.4,1010946580,927072574.2,83874005.95,110017906.2,109396316.5,109396316.5,0,0,621589.7292,6447611002,3921813409,3015860698,905952711.4,2525797593,1942329452,583468140.6,-1882931276,299025
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,2008,BLZ.2008,11914017175,3553711107,3643428572,3465100770,94641256.13,1513975149,520447338.3,0,277810935.3,1058226092,973727758.4,84498333.22,178327802,177283301.7,177283301.7,0,0,1044500.327,6607263646,4011002575,3054233744,956768830.8,2596261071,1976959133,619301938.3,-1890386149,306823
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,2009,BLZ.2009,12039687138,3645149983,3688506485,3501730820,100705367.7,1531917451,526122818.6,0,273998991.1,1068986192,985887783.3,83098408.5,186775665.6,185708256.2,185708256.2,0,0,1067409.404,6812813188,4125229157,3192385654,932843503.1,2687584031,2079837114,607746916.9,-2106782519,314655
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,2010,BLZ.2010,12489266608,3674665123,4086993573,3830162111,122429683.7,1494542244,531798298.9,319604839.3,290972622.2,1070814423,982822172.8,87992250.21,256831461.3,256831461.3,256831461.3,0,0,0,6823042492,4119711277,3155325244,964386032.8,2703331215,2070506560,632824654.6,-2095434580,322464
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,2011,BLZ.2011,12508259110,3707454629,3953632127,3625543657,138313712.1,1501881181,516386492.4,0,320728341.4,1148233930,1051521614,96712316.07,328088470.4,328088470.4,328088470.4,0,0,0,6912100760,4171141225,3192796318,978344906.9,2740959535,2098065023,642894511.7,-2064928407,330237
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,2012,BLZ.2012,12447135152,3765310111,4085576668,3633728186,149673643.6,1501476090,500974710.4,0,356414610,1125189132,1018023466,107165666.2,451848481.7,451848481.7,451848481.7,0,0,0,7076522284,4269319083,3276788496,992530587.3,2807203201,2154585070,652618131.2,-2480273912,338000
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,2013,BLZ.2013,13839483945,3867077263,4903989657,4387958616,163209851.6,1535612117,485562903.9,608903027.7,385298127.6,1209372588,1093852810,115519778.5,516031040.6,516031040.6,516031040.6,0,0,0,7139699072,4307062403,3323088950,983973453.1,2832636669,2185504349,647132319.7,-2071282047,345715
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,2014,BLZ.2014,13689411369,4010458293,4467763082,3887779677,182842068.1,1564133105,470151121.9,0,413140690.9,1257512691,1133997540,123515151.2,579983405.2,579983405.2,579983405.2,0,0,0,7348016610,4429792912,3417556309,1012236603,2918223698,2251390530,666833168.3,-2136826616,353366
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,2015,BLZ.2015,14129086802,4223073568,4738966475,4188723638,179447890.7,1573718872,454739315.4,193229807.6,450764253.6,1336823499,1203909223,132914276.2,550242837.1,550242837.1,550242837.1,0,0,0,7381274473,4442796659,3448840561,993956098.6,2938477813,2281072542,657405271.3,-2214227714,360933
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,2016,BLZ.2016,14045715327,4447207318,4571293212,4172736557,187892457.7,1605065847,439327508.9,111015110.2,467092827.6,1362342805,1226477982,135864823.2,398556654.5,398556654.5,398556654.5,0,0,0,7311074568,4398959359,3404231437,994727922.8,2912115209,2253604394,658510814.9,-2283859771,368400
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,2017,BLZ.2017,14273379964,4723829497,4496819968,4206708665,190939874.6,1585845972,423915726.9,147280701.9,486722199.4,1372004190,1229577011,142427179.2,290111302.4,290111302.4,290111302.4,0,0,0,7439674463,4475671054,3462422919,1013248135,2964003408,2292982038,671021370.6,-2386943964,375769
Belize,BLZ,Upper middle income,Latin America & Caribbean,constant year 2018 USD,2018,BLZ.2018,14635661539,4924814397,4635833277,4418019697,182652405.3,1628146530,408503920.4,262396150.3,506702174.9,1429618516,1280459475,149159041.4,217813579.7,217813579.7,217813579.7,..,0,0,7575913865,4558486992,3526490139,1031996853,3017426873,2334310953,683115920.4,-2500900000,383071
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,1995,BMU.1995,..,14451319488,39758044.99,39758044.99,0,0,0,15749065.66,783435.0619,23225544.27,17978621.26,5246923.007,0,0,0,0,0,0,..,..,..,..,..,..,..,0,59746
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,1996,BMU.1996,..,14536324437,42015242.23,42015242.23,0,0,0,17663735.17,831132.4139,23520374.65,18636321.75,4884052.898,0,0,0,0,0,0,..,..,..,..,..,..,..,0,60129
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,1997,BMU.1997,..,14691418927,38355457.35,38355457.35,0,0,0,17661957.61,926217.1744,19767282.57,15295436.37,4471846.197,0,0,0,0,0,0,..,..,..,..,..,..,..,0,60497
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,1998,BMU.1998,..,15021249873,32389542.17,32389542.17,0,0,0,14490075.81,881329.7867,17018136.57,12746813.66,4271322.913,0,0,0,0,0,0,..,..,..,..,..,..,..,0,60943
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,1999,BMU.1999,..,15390913036,30692985.55,30692985.55,0,0,0,15148686.11,923740.1016,14620559.34,10564550.01,4056009.324,0,0,0,0,0,0,..,..,..,..,..,..,..,0,61285
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,2000,BMU.2000,..,15768114673,22781337.5,22781337.5,0,0,0,9105758.827,909625.3733,12765953.3,8784263.323,3981689.976,0,0,0,0,0,0,..,..,..,..,..,..,..,0,61833
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,2001,BMU.2001,..,16116168155,18551288.25,18551288.25,0,0,0,4805962.108,903356.703,12841969.44,8789654.345,4052315.091,0,0,0,0,0,0,..,..,..,..,..,..,..,0,62504
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,2002,BMU.2002,..,16180795916,27216569.94,27216569.94,0,0,0,11863489.96,889770.8424,14463309.14,10394431.88,4068877.263,0,0,0,0,0,0,..,..,..,..,..,..,..,0,62912
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,2003,BMU.2003,..,16160135298,24523765.98,24523765.98,0,0,0,10730416.15,870712.2749,12922637.56,8940596.703,3982040.859,0,0,0,0,0,0,..,..,..,..,..,..,..,0,63325
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,2004,BMU.2004,..,16456336544,64537945.42,64537945.42,0,0,0,50181731.81,839933.5497,13516280.06,9546153.431,3970126.633,0,0,0,0,0,0,..,..,..,..,..,..,..,0,63740
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,2005,BMU.2005,..,16741725733,59542066.23,59542066.23,0,0,0,45069751.42,828321.8444,13643992.97,9741556.657,3902436.315,0,0,0,0,0,0,..,..,..,..,..,..,..,0,64154
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,2006,BMU.2006,..,16926943072,55969283.2,55969283.2,0,0,0,42238077.7,835305.4747,12895900.02,9247252.669,3648647.356,0,0,0,0,0,0,..,..,..,..,..,..,..,0,64523
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,2007,BMU.2007,..,17109302505,55306006.86,55306006.86,0,0,0,41639840.77,931474.983,12734691.1,9006300.852,3728390.252,0,0,0,0,0,0,..,..,..,..,..,..,..,0,64888
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,2008,BMU.2008,..,17441532349,50553482.52,50553482.52,0,0,0,36214302.28,935234.2629,13403945.98,9574405.155,3829540.825,0,0,0,0,0,0,..,..,..,..,..,..,..,0,65273
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,2009,BMU.2009,..,17523863029,46278175.07,46278175.07,0,0,0,33081831.96,948392.7095,12247950.4,8603448.304,3644502.097,0,0,0,0,0,0,..,..,..,..,..,..,..,0,65636
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,2010,BMU.2010,..,17449745335,31286505.11,31286505.11,0,0,0,17169481.24,978007.3186,13139016.56,9505569.103,3633447.452,0,0,0,0,0,0,..,..,..,..,..,..,..,0,65124
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,2011,BMU.2011,..,17328454324,37937430.46,37937430.46,0,0,0,23560874.35,1024053.408,13352502.7,9524432.148,3828070.556,0,0,0,0,0,0,..,..,..,..,..,..,..,0,64564
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,2012,BMU.2012,..,17149983327,36140184.38,36140184.38,0,0,0,23478198.22,1071335.19,11590650.97,7811173.04,3779477.933,0,0,0,0,0,0,..,..,..,..,..,..,..,0,64798
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,2013,BMU.2013,..,17010723742,34988615.38,34988615.38,0,0,0,20793048.35,1089789.459,13105777.57,9367072.067,3738705.501,0,0,0,0,0,0,..,..,..,..,..,..,..,0,65001
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,2014,BMU.2014,..,16971295271,40299592.06,40299592.06,0,0,0,24419706.78,1124938.404,14754946.88,10224974.06,4529972.819,0,0,0,0,0,0,..,..,..,..,..,..,..,0,65138
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,2015,BMU.2015,..,16966304812,27041747.96,27041747.96,0,0,0,9190878.78,1144241.455,16706627.72,11761506.95,4945120.775,0,0,0,0,0,0,..,..,..,..,..,..,..,0,65237
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,2016,BMU.2016,..,17072020321,29190578.88,29190578.88,0,0,0,9211512.639,1122404.125,18856662.12,13789239.87,5067422.244,0,0,0,0,0,0,..,..,..,..,..,..,..,0,64554
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,2017,BMU.2017,..,17286751613,29354238.72,29354238.72,0,0,0,8627367.935,416919.405,20309951.38,15022142.92,5287808.467,0,0,0,0,0,0,..,..,..,..,..,..,..,0,63873
Bermuda,BMU,High income: non-OECD,North America,constant year 2018 USD,2018,BMU.2018,..,17237142377,27636315.44,27636315.44,0,0,0,7953354.815,411291.8588,19271668.76,13886347.86,5385320.904,0,0,0,..,0,0,..,..,..,..,..,..,..,0,63920
Bolivia,BOL,Lower middle income,Latin America & Caribbean,constant year 2018 USD,1995,BOL.1995,2.13E+11,28978461338,61296029527,55721478026,2879336181,24478819964,0,0,4508101928,23855219952,13626178257,10229041695,5574551501,3324353357,1774255461,1550097896,0,2250198144,1.34E+11,83394386257,58051824110,25342562146,50797188033,35360526738,15436661295,-11135687780,7622338
Bolivia,BOL,Lower middle income,Latin America & Caribbean,constant year 2018 USD,1996,BOL.1996,2.24E+11,30111976329,62912497351,57155492850,3054962881,24643326017,0,0,4909987594,24547216359,14162763416,10384452943,5757004501,3320724244,1841566928,1479157316,0,2436280258,1.43E+11,88558191092,63288340497,25269850595,54002714739,38593179875,15409534865,-11374997638,7779267
Bolivia,BOL,Lower middle income,Latin America & Caribbean,constant year 2018 USD,1997,BOL.1997,2.34E+11,31844818419,65234740646,59072607177,3143424096,24904211322,0,0,5294732055,25730239705,15243004424,10487235280,6162133469,3715307714,2062598505,1652709209,0,2446825755,1.5E+11,92923142248,65060996456,27862145792,56791881900,39763360748,17028521152,-12663249203,7937458
Bolivia,BOL,Lower middle income,Latin America & Caribbean,constant year 2018 USD,1998,BOL.1998,2.33E+11,34327702842,65780222864,60233900773,3068489849,25429124202,0,0,5642886264,26093400458,15583801991,10509598467,5546322090,3402263111,1752898674,1649364437,0,2144058979,1.48E+11,91770695167,67080526688,24690168479,56330114946,41174949935,15155165011,-15489310172,8096761
Bolivia,BOL,Lower middle income,Latin America & Caribbean,constant year 2018 USD,1999,BOL.1999,2.42E+11,35989292151,65651082978,59463941498,2833678402,24846479444,0,0,5825753700,25958029952,15719084617,10238945335,6187141480,4234768062,2570781107,1663986955,0,1952373418,1.58E+11,97821998935,71789397291,26032601644,60143517593,44137994786,16005522807,-17796273751,8257066
Bolivia,BOL,Lower middle income,Latin America & Caribbean,constant year 2018 USD,2000,BOL.2000,2.51E+11,37236567444,65815220558,59526410308,2434941169,25508281554,0,0,5979170778,25604016807,15655856444,9948160363,6288810250,4960717192,3068696249,1892020942,0,1328093058,1.67E+11,1.05E+11,78426952117,26808704374,61619311738,45921838399,15697473339,-18731740078,8418264
